candidat_id,filiere_code,parcours_id,age,sexe,serie,moyenne_generale,preferences_env,objectif_professionnel,filiere_nom,filiere_parcours_id,filiere_parcours_nom,filiere_secteur,target,nombre_competences,nombre_matieres_fortes,nombre_matieres_faibles,nombre_centres_interet
STD_2026_0238,GCA,P2,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0238,ICMP,P2,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0238,ESIIA,P3,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0238,IGGLIA,P3,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0238,IMTICIA,P3,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0238,ISAIA,P3,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0238,TEE,P4,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0238,TEH,P4,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0238,CAA,P5,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0238,DTJA,P5,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0238,EMP,P5,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,1,3,2,2,2
STD_2026_0238,FIC,P5,18,F,C,14.74,Laboratoire & R&D,Consultant en Organisation,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0239,AEE,P1,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0239,IAA,P1,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0239,PIP,P1,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0239,EMII,P2,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0239,GCA,P2,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0239,ICMP,P2,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0239,ESIIA,P3,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0239,IGGLIA,P3,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0239,IMTICIA,P3,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0239,ISAIA,P3,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0239,TEE,P4,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0239,TEH,P4,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0239,CAA,P5,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0239,DTJA,P5,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0239,EMP,P5,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0239,FIC,P5,21,M,D,14.11,Entreprise industrielle,Directeur Financier (CFO),Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,1,3,2,2,2
STD_2026_0240,AEE,P1,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,1,3,2,2,2
STD_2026_0240,IAA,P1,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0240,PIP,P1,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0240,EMII,P2,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0240,GCA,P2,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0240,ICMP,P2,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0240,ESIIA,P3,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0240,IGGLIA,P3,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0240,IMTICIA,P3,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0240,ISAIA,P3,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0240,TEE,P4,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0240,TEH,P4,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0240,CAA,P5,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0240,DTJA,P5,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0240,EMP,P5,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0240,FIC,P5,20,M,S,11.75,Bureau & Télétravail,Chef d'exploitation,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0241,AEE,P1,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0241,IAA,P1,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,1,3,2,2,2
STD_2026_0241,PIP,P1,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0241,EMII,P2,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0241,GCA,P2,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0241,ICMP,P2,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0241,ESIIA,P3,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0241,IGGLIA,P3,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0241,IMTICIA,P3,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0241,ISAIA,P3,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0241,TEE,P4,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0241,TEH,P4,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0241,CAA,P5,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0241,DTJA,P5,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0241,EMP,P5,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0241,FIC,P5,19,F,G,13.34,Sur le terrain / Chantier,Ingénieur Agroalimentaire,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0242,AEE,P1,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0242,IAA,P1,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0242,PIP,P1,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,1,3,2,2,2
STD_2026_0242,EMII,P2,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0242,GCA,P2,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0242,ICMP,P2,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0242,ESIIA,P3,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0242,IGGLIA,P3,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0242,IMTICIA,P3,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0242,ISAIA,P3,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0242,TEE,P4,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0242,TEH,P4,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0242,CAA,P5,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0242,DTJA,P5,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0242,EMP,P5,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0242,FIC,P5,16,M,Technique,13.39,Espaces de Coworking / Startup,Responsable contrôle qualité labo,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0243,AEE,P1,20,M,A,12.15,Bureau & Télétravail,Automaticien,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0243,IAA,P1,20,M,A,12.15,Bureau & Télétravail,Automaticien,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0243,PIP,P1,20,M,A,12.15,Bureau & Télétravail,Automaticien,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0243,EMII,P2,20,M,A,12.15,Bureau & Télétravail,Automaticien,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,1,3,2,2,2
STD_2026_0243,GCA,P2,20,M,A,12.15,Bureau & Télétravail,Automaticien,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0243,ICMP,P2,20,M,A,12.15,Bureau & Télétravail,Automaticien,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0243,ESIIA,P3,20,M,A,12.15,Bureau & Télétravail,Automaticien,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0243,IGGLIA,P3,20,M,A,12.15,Bureau & Télétravail,Automaticien,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0243,IMTICIA,P3,20,M,A,12.15,Bureau & Télétravail,Automaticien,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0243,ISAIA,P3,20,M,A,12.15,Bureau & Télétravail,Automaticien,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0243,TEE,P4,20,M,A,12.15,Bureau & Télétravail,Automaticien,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0243,TEH,P4,20,M,A,12.15,Bureau & Télétravail,Automaticien,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0243,CAA,P5,20,M,A,12.15,Bureau & Télétravail,Automaticien,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0243,DTJA,P5,20,M,A,12.15,Bureau & Télétravail,Automaticien,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0243,EMP,P5,20,M,A,12.15,Bureau & Télétravail,Automaticien,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0243,FIC,P5,20,M,A,12.15,Bureau & Télétravail,Automaticien,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0244,AEE,P1,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0244,IAA,P1,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0244,PIP,P1,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0244,EMII,P2,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0244,GCA,P2,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),1,3,2,2,2
STD_2026_0244,ICMP,P2,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0244,ESIIA,P3,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0244,IGGLIA,P3,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0244,IMTICIA,P3,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0244,ISAIA,P3,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0244,TEE,P4,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0244,TEH,P4,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0244,CAA,P5,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0244,DTJA,P5,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0244,EMP,P5,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0244,FIC,P5,18,F,A1,13.38,Bureau & Télétravail,Chef de chantier BTP,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0245,AEE,P1,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0245,IAA,P1,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0245,PIP,P1,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0245,EMII,P2,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0245,GCA,P2,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0245,ICMP,P2,16,M,A2,10.31,Entreprise industrielle,Géologue minier,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",1,3,2,2,2
STD_2026_0245,ESIIA,P3,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,0,3,2,2,2
STD_2026_0245,IGGLIA,P3,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Informatique de Gestion Génie Logiciel et Intelligence Artificielle,P3,Informatique et Télécommunication,Informatique & Édition de Logiciels,0,3,2,2,2
STD_2026_0245,IMTICIA,P3,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Informatique Multimédia Technologie de L'information et de la Communication et Intelligence Artificielle,P3,Informatique et Télécommunication,Numérique & Multimédia,0,3,2,2,2
STD_2026_0245,ISAIA,P3,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Informatique Statistique Appliquée et Intelligence Artificielle,P3,Informatique et Télécommunication,Data & Intelligence Artificielle,0,3,2,2,2
STD_2026_0245,TEE,P4,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Tourisme et Environnement,P4,Techniques du Tourisme,Tourisme & Environnement,0,3,2,2,2
STD_2026_0245,TEH,P4,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Tourisme et Hôtellerie,P4,Techniques du Tourisme,Hôtellerie & Restauration,0,3,2,2,2
STD_2026_0245,CAA,P5,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Commerce et Administration des Affaires,P5,Techniques des Affaires,Commerce & Marketing,0,3,2,2,2
STD_2026_0245,DTJA,P5,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Droit et Techniques Juridiques des Affaires,P5,Techniques des Affaires,Droit & Juridique,0,3,2,2,2
STD_2026_0245,EMP,P5,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Economie et Management de Projet,P5,Techniques des Affaires,Management & Conseil,0,3,2,2,2
STD_2026_0245,FIC,P5,16,M,A2,10.31,Entreprise industrielle,Géologue minier,Finances et Comptabilités,P5,Techniques des Affaires,Finance & Comptabilité,0,3,2,2,2
STD_2026_0246,AEE,P1,21,M,L,11.43,Sur le terrain / Chantier,Développeur IoT,Agriculture et Élevage,P1,Biotechnologie et Agronomie,Agriculture / Agronomie,0,3,2,2,2
STD_2026_0246,IAA,P1,21,M,L,11.43,Sur le terrain / Chantier,Développeur IoT,Industrie Agroalimentaire,P1,Biotechnologie et Agronomie,Industrie Agroalimentaire,0,3,2,2,2
STD_2026_0246,PIP,P1,21,M,L,11.43,Sur le terrain / Chantier,Développeur IoT,Pharmacologie et Industries Pharmaceutiques,P1,Biotechnologie et Agronomie,Industrie Pharmaceutique & Santé,0,3,2,2,2
STD_2026_0246,EMII,P2,21,M,L,11.43,Sur le terrain / Chantier,Développeur IoT,Électro-Mécanique et Informatique Industrielle,P2,Génie Industriel et Génie Civil,Industrie & Automatisme,0,3,2,2,2
STD_2026_0246,GCA,P2,21,M,L,11.43,Sur le terrain / Chantier,Développeur IoT,Génie Civil et Architecture,P2,Génie Industriel et Génie Civil,Bâtiment et Travaux Publics (BTP),0,3,2,2,2
STD_2026_0246,ICMP,P2,21,M,L,11.43,Sur le terrain / Chantier,Développeur IoT,"Industries Chimiques, Minières et Pétrolières",P2,Génie Industriel et Génie Civil,"Mines, Énergie & Chimie",0,3,2,2,2
STD_2026_0246,ESIIA,P3,21,M,L,11.43,Sur le terrain / Chantier,Développeur IoT,Electronique Système Informatique et Intelligence Artificielle,P3,Informatique et Télécommunication,Électronique & High-Tech,1,3,2,2,2
